PROPERTY_NUMBER_ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,LAYOUT,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,FOR_OFFICE_USE,INTERIOR_CUSTOMIZABILITY,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_SHOPPING_DISTRICT,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES
9000401,売買居住用,佐賀県,武雄市,JR佐世保線,武雄温泉,382,500000,1932/1/1,木造,73.35,2,3K,811.71,,宅地,非線引区域,第一種住居地域,,無し,無し,指定なし,市内中心部の高台にあります。,公営,プロパン,その他,室内,専用,専用,汲取り,,有り,無,1010,973,,,,,,,,,無し,無し
9000403,賃貸居住用,佐賀県,武雄市,JR佐世保線,北方,1060,30000,1970/11/1,木造,83.69,,4K,,,宅地,,,,無し,無し,指定なし,"平屋でコンパクトな物件です。
交通の便も良く、静かな場所にあります。",公営,プロパン,その他,室内,専用,専用,汲取り,,,空き有,2870,3770,,,,,,,,,無し,無し
9000405,売買居住用,佐賀県,武雄市,JR佐世保線,武雄温泉,8270,5500000,1936/1/1,木造,329.14,,7DK,682.69,,宅地,市街化区域,,,無し,無し,指定なし,"自然豊かな住環境です。
春には玄関前の梅の花が咲いてとてもきれいです。",公営,,汲み取り式,室内,専用,専用,簡易水洗,電気,有り,空き有,2110,614,,,,,,,,,有り,無し
9000406,売買土地,佐賀県,武雄市,JR佐世保線,武雄温泉,810,5500000,,指定なし,,,R,318.03,,宅地,市街化区域,第一種住居地域,,無し,無し,指定なし,"陽当たりがとてもよく、ＪＲ駅や小学校に近い場所にあります。
武雄温泉楼門まで徒歩圏内のため、いつでも温泉を楽しむことができます。",,,,,,,,,,,399,1370,,,,,,,200,60,無し,無し
9000407,売買居住用,佐賀県,武雄市,JR佐世保線,高橋,3500,3000000,1949/10/1,木造,120.47,1,7DK,363.32,,宅地,市街化区域,,,無し,無し,一方,"のどかな風景が広がる静かな場所です。
庭に車を数台止めることができます。",公営,プロパン,その他,室内,専用,専用,簡易水洗式汲み取り,,有り,空き有,2600,3800,,,,,,,,,無し,無し
9000413,売買土地,佐賀県,武雄市,JR佐世保線,北方,568,2000000,,指定なし,,,R,222,,宅地,,,,無し,無し,指定なし,"ＪＲ駅やスーパー、小学校が比較的近い場所にあります。
（過去大雨時に水害被害あり）",,,,,,,,,,,972,1750,,,,,,,,,無し,無し
9000415,売買土地,佐賀県,武雄市,JR佐世保線,三間坂,2070,10000000,,指定なし,,,R,441.5,,宅地,市街化区域,,,無し,無し,指定なし,静かな住環境で、田舎暮らしをしたい方にお勧めです。,,,,,,,,,,,2140,1160,,,,,,,,,有り,無し
9000416,売買居住用,佐賀県,武雄市,JR佐世保線,武雄温泉,6630,5000000,1956/7/1,木造,253.96,,11DK,454.93,,宅地,市街化区域,,,無し,無し,指定なし,"部屋数が多く多人数家族向きです。
広い倉庫があり、趣味の場としての活用も可能です。",公営,プロパン,その他,室内,専用,専用,汲み取り,,有り,空き有,502,2170,,,,,,,,,有り,無し
9000419,売買土地,佐賀県,武雄市,JR佐世保線,武雄温泉,2100,3000000,,指定なし,,,R,308.43,,宅地,市街化区域,,,無し,無し,指定なし,市街地より奥まった、閑静な住宅街にあります。,,,,,,,,,,,2700,2700,,,,,,,,,有り,無し
9000420,売買土地,佐賀県,武雄市,JR佐世保線,武雄温泉,1160,1500000,,指定なし,,,R,380.24,,宅地,市街化区域,第一種住居地域,,無し,無し,一方,旧長崎街道の街並みが建ち並ぶ通りより20m程入ったところにあります。,,,,,,,,,,,1830,1700,,,,,,,,,無し,無し
9000432,売買土地,佐賀県,武雄市,JR佐世保線,武雄温泉,4620,1000000,,指定なし,,,R,1389.53,,宅地,,,,無し,無し,指定なし,のどかな風景が広がる静かな場所です,,,,,,,,,,,3130,5370,,,,,,,,,無し,無し
9000436,売買土地,佐賀県,武雄市,JR佐世保線,高橋,300,3500000,,指定なし,,,R,315.96,,宅地,非線引区域,第一種住居地域,,無し,無し,二方(角地),"スーパーや小学校が比較的近い場所にあります。
ＪＲ駅や高速道路のインターチェンジにも近く、交通の便が非常にいいところです。
（浸水想定エリア内、2019年・2021年浸水あり）",,,,,,,,,,,760,1960,,,,,,,,,無し,無し
9000445,売買居住用,佐賀県,武雄市,JR佐世保線,武雄温泉,4600,5000000,1955/1/1,木造,108.25,1,10DK,489.91,,宅地,,,,無し,無し,指定なし,"部屋数が多く多人数家族向きです。
小学校が近く、静かで落ち着きのある場所です。
（Ｒ１年・Ｒ３年の大雨時、浸水の被害あり）",公営,プロパン,その他,室内,専用,専用,汲み取り,,有り,空き有,387,4600,,,,,,,200,60,無し,無し
9000447,売買居住用,佐賀県,武雄市,JR佐世保線,永尾,1900,3500000,1965/12/1,指定なし,90.35,,6K,263.6,公簿,,,,所有権,無し,無し,指定なし,,,,,,専用,専用,,,,空き有,3800,3900,,,,,,,,,無し,無し
9000494,売買居住用,兵庫県,宍粟市,,,,4000000,1992/1/1,木造,89.42,,4LDK,132.32,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,ガス,有り,空き有,,,,2600,,,,,,,無し,無し
9000501,売買居住用,兵庫県,宍粟市,,,,9500000,1980/1/1,木造,153.98,,6DK,244.7,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,空き有,,,,,,,,,,,無し,無し
9000502,賃貸居住用,兵庫県,宍粟市,,,,50000,1967/1/1,木造,355.41,,7LDK,,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,,空き有,,,,,,,,,,,無し,有り
9000503,売買居住用,兵庫県,宍粟市,,,,6000000,1967/1/1,木造,355.41,,7LDK,445.37,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,,専用,,,,空き有,,,,,,,,,,,無し,有り
9000504,売買居住用,兵庫県,宍粟市,,,,3800000,2000/1/1,木造,50.22,,2LDK,162,,,,,,無し,無し,指定なし,,その他,プロパン,汲み取り式,,専用,専用,,,,,,,,,,,,,,,無し,無し
9000507,売買居住用,兵庫県,宍粟市,,,,4000000,1975/1/1,指定なし,104.78,,9LDK,243.15,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,専用,専用,,,有り,空き有,,,,,,,,,,,無し,無し
9000508,売買居住用,兵庫県,宍粟市,,,,3500000,,指定なし,184.29,,9LDK,638.25,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,空き有,,,,,,,,,,,有り,無し
9000509,売買居住用,兵庫県,宍粟市,,,,4800000,1977/1/1,木造,85.53,,4DK,170.15,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,空き有,,,,,,,,,,,無し,無し
9000510,売買居住用,兵庫県,宍粟市,,,,3000000,,木造,146.44,,7DK,365.68,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,空き有,,,,,,,,,,,無し,無し
9000511,売買居住用,兵庫県,宍粟市,,,,4900000,1967/1/1,木造,75.82,,6DK,187.32,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,,,,,,,,,,,,無し,無し
9000512,売買居住用,兵庫県,宍粟市,,,,9500000,1972/1/1,その他,221.18,,10DK,596.19,,宅地,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,,空き有,,,,,,,,,,,有り,無し
9000517,売買居住用,兵庫県,宍粟市,,,,2000000,1961/1/1,木造,79.33,,5DK,294.81,,宅地,,,,無し,無し,指定なし,,その他,プロパン,,,専用,専用,汲み取り／和式,,,空き有,,,,,,,,,,,有り,無し
9000522,売買居住用,兵庫県,宍粟市,,,,14000000,2002/1/1,木造,131.55,,5LDK,232.89,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,空き有,,,,7000,,,,,,,無し,無し
9000523,売買居住用,兵庫県,宍粟市,,,,1000000,1989/1/1,木造,102.74,,4K,131.67,,宅地,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,無,専用,,,,無,,,,,,,,,,,無し,無し
9000525,売買居住用,兵庫県,宍粟市,,,,4500000,1981/1/1,木造,104.62,,5DK,724.04,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,専用,専用,,,有り,空き有,,,,,,,,,,,無し,無し
9000526,売買居住用,兵庫県,宍粟市,,,,2500000,1933/1/1,木造,,,6DK,171.92,,,,,,無し,無し,指定なし,,公営,,下水,,専用,専用,,,,空き有,,,,,,,,,,,有り,無し
9000538,売買居住用,兵庫県,宍粟市,,,,12800000,1982/1/1,木造,153.43,,4DK,1502.96,,,,,,無し,無し,指定なし,,公営,プロパン,浄化槽,室内,専用,専用,,,有り,空き有,3600,1600,,,,1500,,,,,無し,無し
9000543,売買居住用,兵庫県,宍粟市,,,,2500000,1970/1/1,木造,152.3,,7DK,188.42,,,,,,無し,無し,指定なし,,その他,プロパン,汲み取り式,,専用,専用,,ガス,有り,空き有,,,,,,,,,,,有り,無し
9000544,売買居住用,兵庫県,宍粟市,,,,9800000,1986/1/1,木造,190.71,,7LDK,378,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,ガス,,空き有,,,,450,,,,,,,有り,無し
9000545,売買居住用,兵庫県,宍粟市,,,,18000000,2010/1/1,木造,108.47,,4LDK,219.19,,,,,,無し,無し,指定なし,旧母屋（6DK）付帯。,公営,,,室内,専用,専用,,IH,,無,,,,3000,,,,,,,無し,無し
9000546,売買居住用,兵庫県,宍粟市,,,,6000000,1965/1/1,木造,231.9,,10LDK,869.4,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,,,,,有り,空き有,,,,4000,,,,,,,有り,無し
9000553,売買居住用,兵庫県,宍粟市,,,,12000000,,木造,141.15,,9LDK,641.65,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,ガス,有り,空き有,,,,3000,,,,,,,有り,有り
9000565,売買居住用,兵庫県,宍粟市,,,,14990000,1980/1/1,木造,160.94,,8DK,358.21,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,有り,空き有,,,,2000,,,,,,,無し,無し
9000566,売買居住用,兵庫県,宍粟市,,,,8900000,1973/1/1,木造,113.47,,7DK,116.95,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,専用,専用,,,有り,空き有,,,,1000,,,,,,,無し,無し
9000569,売買居住用,兵庫県,宍粟市,,,,12000000,1978/1/1,鉄骨造,509.14,,13DK,1066.1,,宅地,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,,空き有,,,,,,,,,,,有り,無し
9000616,賃貸居住用,兵庫県,宍粟市,,,,60000,1990/1/1,指定なし,117.29,,6DK,,,,,,,無し,無し,指定なし,,公営,プロパン,下水,有,専用,専用,,,,空き有,,,,,,10000,,,,,無し,無し
9000622,売買居住用,兵庫県,宍粟市,,,,8000000,1990/1/1,木造,117.29,,6DK,218.45,,,,,,無し,無し,指定なし,,公営,プロパン,下水,有,専用,専用,,,,空き有,,,,,,10000,,,,,無し,無し
9000626,売買居住用,兵庫県,宍粟市,,,,4500000,1977/1/1,木造,149.26,,7DK,319.08,,,,,,無し,無し,指定なし,,公営,,下水,室内,専用,専用,,,有り,空き有,,,,,,,,,,,有り,無し
9000647,売買居住用,兵庫県,宍粟市,,,,8880000,,RC(鉄筋コンクリート),299.9,,5DK,310,,,,,,無し,無し,指定なし,,公営,プロパン,浄化槽,,専用,専用,,,有り,空き有,300,3700,,,,5800,,,,,無し,有り
9000675,売買居住用,兵庫県,宍粟市,,,,3500000,1926/1/1,木造,94.87,,5DK,426.23,,,,,,無し,無し,指定なし,,公営,プロパン,下水,室内,専用,専用,,,,,,,,2000,,,,,,,有り,無し
9000708,売買居住用,兵庫県,宍粟市,JR姫新線,播磨新宮,,17000000,1991/1/1,指定なし,268.68,,7LDK,418.7,公簿,,,,所有権,無し,無し,指定なし,,指定なし,指定なし,指定なし,指定なし,,,,指定なし,指定なし,空き有,400,,,,,,,,,,無し,無し
9000743,売買居住用,兵庫県,宍粟市,,,,8800000,1985/1/1,指定なし,205.02,,9DK,759,公簿,,,,所有権,無し,無し,指定なし,,指定なし,指定なし,指定なし,指定なし,,,,指定なし,指定なし,空き有,1100,,,,,,,,,,無し,無し
9000757,売買居住用,兵庫県,宍粟市,JR姫新線,播磨新宮,,9000000,1974/1/1,木造,140.45,,7K,362.07,公簿,,,第一種中高層住居専用地域,所有権,無し,無し,指定なし,,指定なし,指定なし,指定なし,指定なし,,,,指定なし,指定なし,,1800,,,,,,,,,,無し,無し
9000768,売買居住用,埼玉県,飯能市,西武秩父線,吾野,1600,5700000,1981/4/1,木造,75.34,1,4DK,316.21,,,都市計画区域外,,,無し,無し,指定なし,吾野の宿場町近く。蛍も飛ぶ高麗川の清流そば。川遊びや庭でのBBQもできる物件。,公営,プロパン,浄化槽,,,,,,,,1500,1500,,,,,,,200,60,無し,無し
9000770,売買居住用,埼玉県,飯能市,,,,8000000,,木造,253.71,1,8DK,380.16,,,都市計画区域外,,,無し,無し,指定なし,眺望がよく、自然豊かな古民家物件です。,その他,プロパン,浄化槽,,,,,,,空き有,9000,9000,,,,,,,200,60,無し,無し
9000773,売買居住用,埼玉県,飯能市,西武秩父線,吾野,1200,5500000,1993/10/1,木造,86.11,,4LDK,148.18,,宅地,都市計画区域外,,所有権,無し,無し,指定なし,奥武蔵小・中学校まで徒歩約10分。清流近くの庭つき物件。,公営,プロパン,浄化槽,室内,,,,,有り,空き有,500,600,,,,4000,,,,,無し,無し
9000775,売買居住用,埼玉県,飯能市,西武秩父線,東吾野,2800,9800000,,木造,213.22,,6DK,478.78,,宅地,都市計画区域外,,所有権,無し,無し,指定なし,国道沿いの古民家。作業もできる土間があります。,公営,プロパン,浄化槽,室内,,,,,有り,空き有,2100,2000,,,,2600,,,,,無し,無し
9000785,売買居住用,埼玉県,飯能市,西武池袋線,飯能,13,6000000,1989/2/1,木造,82.18,,4DK,280.67,,,,,,無し,無し,指定なし,眺望の良い庭付きの物件です。,公営,プロパン,浄化槽,室内,,,,,,無,2100,5800,,,,,,,,,無し,無し
9000860,売買居住用,埼玉県,坂戸市,,,18,20000000,1979/3/1,軽量鉄骨造,81.54,1,4LDK,190.12,,宅地,市街化区域,第二種住居地域,,無し,無し,一方,"建物は古いですが内部はキレイです。（リフォーム歴あり）
建替え用地としも可
カーポート・物干しテラスあり。
南側のお庭も広いです。",公営,都市ガス,下水,室内,専用,専用,,IH,有り,空き有,300,500,,200,,500,100,,200,60,無し,無し
9000882,売買土地,岡山県,浅口市,JR山陽本線,鴨方,5200,1500000,,指定なし,,,R,150.61,公簿,宅地,都市計画区域外,,所有権,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9000883,売買土地,岡山県,浅口市,JR山陽本線,鴨方,51,11040000,,指定なし,,,R,810.81,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9000884,売買土地,岡山県,浅口市,JR山陽本線,鴨方,5,8000000,,指定なし,,,R,351,公簿,雑種地,非線引区域,,所有権,無し,無し,指定なし,,,,,,,,,,,,925,1710,,,,,,,200,60,無し,無し
9000885,売買土地,岡山県,浅口市,JR山陽本線,里庄,5700,3940000,,指定なし,,,R,434.36,公簿,宅地,都市計画区域外,,所有権,無し,無し,一方,,,,,,,,,,,,,,,,,,,,,,無し,無し
9000901,売買土地,岡山県,浅口市,JR山陽本線,里庄,5500,3910000,,指定なし,,,R,430.94,公簿,宅地,都市計画区域外,,所有権,無し,無し,指定なし,,,,,,,,,,,,700,500,,,,,,,,,無し,無し
9000902,売買土地,岡山県,浅口市,JR山陽本線,里庄,74,7270000,,指定なし,,,R,776,公簿,田,都市計画区域外,,所有権,無し,無し,指定なし,,,,,,,,,,,,500,450,,,,,,,,,無し,無し
9000903,売買土地,岡山県,浅口市,JR山陽本線,里庄,24,4700000,,指定なし,,,R,188.8,公簿,雑種地,非線引区域,,所有権,無し,無し,一方,,,,,,,,,,,,3100,5200,,,,,,,200,60,無し,無し
9000906,売買土地,岡山県,浅口市,JR山陽本線,鴨方,5500,1000000,,指定なし,,,R,228.12,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,2100,2100,2000,,,7700,,,,,無し,無し
9000907,売買土地,岡山県,浅口市,JR山陽本線,鴨方,,4900000,,指定なし,,,R,435.06,公簿,宅地,非線引区域,,所有権,無し,無し,一方,,,,,,,,,,,,1140,710,,,,,,,200,60,有り,無し
9000917,売買土地,岡山県,浅口市,JR山陽本線,鴨方,13,18320000,,指定なし,,,R,673,公簿,畑,非線引区域,,所有権,無し,無し,指定なし,,,,,,,,,,,,1500,1400,,,,,,,200,60,無し,無し
9000920,売買土地,岡山県,浅口市,JR山陽本線,里庄,63,2700000,,指定なし,,,R,146,公簿,雑種地,都市計画区域外,,所有権,無し,無し,指定なし,,,,,,,,,,,,700,500,,,,,,,,,無し,無し
9000921,売買土地,岡山県,浅口市,JR山陽本線,里庄,82,17020000,,指定なし,,,R,1279.93,公簿,宅地,都市計画区域外,,所有権,無し,無し,一方,,,,,,,,,,,,1100,1000,,,,,,,,,無し,無し
9000924,売買土地,岡山県,浅口市,JR山陽本線,金光,,14645000,,指定なし,,,R,453.47,,宅地,非線引区域,第一種住居地域,所有権,無し,無し,一方,"１．農業振興地域外
２．前面道路幅３ｍ
３．住宅建築可能な土地
４．水道引込は大谷4－7、下水道は未接続、公共桝なし",,,,,,,,,,,800,800,,,,,,,200,60,無し,無し
9000927,売買土地,岡山県,浅口市,JR山陽本線,鴨方,75,5862000,,指定なし,,,R,387.63,,宅地,都市計画区域外,,所有権,無し,無し,指定なし,,,,,,,,,,,,500,240,,,,,,,,,無し,無し
9000932,売買土地,岡山県,浅口市,,,59,2500000,,指定なし,,,R,141.18,公簿,宅地,都市計画区域外,,所有権,無し,無し,二方(両面),"閑静な住宅街☆落ち着いた環境下の土地です。
☆建築条件はありません♪",,,,,,,,,,,550,300,,,,,,,,,無し,無し
9000933,売買土地,岡山県,浅口市,JR山陽本線,金光,1200,5000000,,指定なし,,,R,253,公簿,畑,非線引区域,第一種住居地域,所有権,無し,無し,一方,,,,,,,,,,,,1100,800,,,,,,,200,60,無し,無し
9000934,売買土地,岡山県,浅口市,JR山陽本線,鴨方,3800,7500000,,指定なし,,,R,658.1,公簿,宅地,非線引区域,,所有権,無し,無し,一方,"敷地広々で平屋も楽々建築可能！
落ち着いた環境で過ごしたい方にお勧めです。",,,,,,,,,,,3600,5100,,,,,,,200,60,有り,無し
9000944,売買土地,岡山県,浅口市,JR山陽本線,鴨方,3200,3100000,,指定なし,,,R,139,公簿,田,非線引区域,,所有権,無し,無し,三方,,,,,,,,,,,,1400,2360,,,,,,,200,60,有り,無し
9000952,売買土地,岡山県,浅口市,JR山陽本線,鴨方,,2700000,,指定なし,,,R,440,公簿,雑種地,都市計画区域外,,所有権,無し,無し,一方,,,,,,,,,,,,1690,1590,,,,,,,,,無し,無し
9000960,売買土地,岡山県,浅口市,JR山陽本線,鴨方,,2000000,,指定なし,,,R,179.13,公簿,宅地,都市計画区域外,,所有権,無し,無し,指定なし,,,,,,,,,,,,1700,1700,,,,,,,,,無し,無し
9000961,賃貸事業用,岡山県,浅口市,,,,50000,,指定なし,,,R,674.28,公簿,宅地,都市計画区域外,,,無し,無し,指定なし,,,,下水,,,,,,,,1700,1700,,,,,,,,,無し,無し
